vclaim_id	vclaim	title
vclaim-sno-facebook-rnc-sponsor	Facebook has announced they will be sponsoring the upcoming Republican National Convention.	Is Facebook Sponsoring the Republican National Convention?
vclaim-sno-facebook-santa-jesus-image	"Facebook ""censored"" an image of Santa Claus kneeling before baby Jesus."	Did Facebook ‘Censor’ an Image of Santa Kneeling Before Baby Jesus?
vclaim-sno-facebook-search-porn	"In late January 2021, following a Facebook outage, typing a single letter or the word ""video"" in the Facebook search bar returned pornographic videos."	Was Porn Showing Up in Facebook Video Search After Outage?
vclaim-sno-facebook-security-padlock	Facebook “padlock” security feature is really a ruse by hackers to gain access to your account.	Facebook Security Padlock
vclaim-sno-facebook-sexual-videos	"Hackers are inserting ""sexual videos"" into the walls and profiles of your Facebook friends."	Are Facebook Hackers Posting ‘Sexual Videos’?
vclaim-sno-facebook-standing-rock-dhs-fbi	Facebook pop-up windows are warning that the Department of Homeland Security (acting under a bill known as CISPA) is forwarding entire Facebook histories of Standing Rock protesters to the Federal Bureau of Investigation.	Is Facebook Forwarding Standing Rock Protester Profiles to DHS, FBI?
vclaim-sno-facebook-suspend-account-whistleblower-exposed-cambridge-analytica	Whistleblower Christopher Wylie's Facebook account was suspended after he came forward with allegations that Cambridge Analytica improperly acquired users' profile data.	Did Facebook Suspend the Account of the Whistleblower Who Exposed Cambridge Analytica?
vclaim-sno-facebook-ted-ad	Facebook allowed a pro-pedophilia ad to run on their social media network.	Did Facebook Allow a Pro-Pedophilia Ad to Run?
vclaim-sno-facebook-using-profile-photos-privacy-policy-rule	A new Facebook policy allows advertisers to use members' pictures without permission.	Does Facebook’s Policy Allow Them to Use Your Photos in Ads?
vclaim-sno-facebook-usmc-ban	Facebook has deemed the posting of the U.S. Marine Corps emblem a violation of the network's community standards.	Did Facebook Ban the Posting of U.S. Marine Corps Emblems?
vclaim-sno-facebook-video-ads	Facebook is seeking input on the imminent introduction of video-based advertisements to its network.	Facebook Video Ads
vclaim-sno-facebook-write-off-birthdays	Facebook uses birthday donations from its users as tax-deductible write-offs.	Does Facebook ‘Write Off’ Your Birthday Donations?
vclaim-sno-facebookcnn-car-accident-appeal	Facebook and CNN are contributing money towards the medical care an infant car accident victim every time a message is shared.	Facebook/CNN Car Accident Appeal
vclaim-sno-facebooks-hidden-inbox	Facebook has not one, but two filtered message inboxes where Messenger messages may not be easily seen.	Facebook’s Hidden Other Inbox
vclaim-sno-faces-in-the-cloud	Images of the World Trade Center fire reveal the face of Satan.	Faces in the Cloud
vclaim-sno-fact-check-girl-scouts-radical-policies	Letter from Indiana state representative accuses the Girl Scouts of being a radicalized organization that promotes abortions and homosexuality.	FACT CHECK: Girl Scouts Have Radical Policies?
vclaim-sno-fact-check-mcdonalds-creates-nutella-burger	McDonald's has a burger filled with Nutella.	McDonald’s Creates Nutella Burger
vclaim-sno-facts-about-dreamers-meme	"A social media meme cites accurate statistics to dispute the claim that so-called ""Dreamers"" have had a positive impact on American society."	Checking the Facts About ‘Dreamers’
vclaim-sno-facts-about-slavery	"A circulating list of nine historical ""facts"" about slavery accurately details the participation of non-whites in slave ownership and trade in America."	9 ‘Facts’ About Slavery They Don’t Want You to Know
vclaim-sno-failed-impeachment-nullify-term	The U.S. Constitution states that if a president is impeached by the House but not convicted by the Senate, that person's first term is nullified and they are eligible to run for office two more times.	Does a Failed Impeachment Nullify Presidential Term, Allow Extra Reelection?
vclaim-sno-failing-marx	Passage from Karl Marx’s	Karl Marx on Consumer Debt
vclaim-sno-fairfax-county-racism-posting	A Fairfax County schoolteacher informed a student's mother that her black child was singled out by other students as likely to be deported if Donald Trump were elected.	Fairfax County Third-Grade Racism Posting
vclaim-sno-fairfax-gave-biden-extra-votes	"Fairfax County, Virginia, ""gave"" U.S. 2020 Democratic presidential candidate Joe Biden an extra 100,000 votes."	No, Fairfax County Didn’t Give Biden 100K Extra Votes in Virginia
vclaim-sno-faith-is-more-powerful-than-government	"President Donald Trump once said that ""faith is more powerful than government."""	Did President Trump Say That ‘Faith Is More Powerful Than Government?’
vclaim-sno-faith-no-more	President Obama implemented a new government policy prohibiting	Military Speakers at Faith-Based Events
vclaim-sno-faith-of-our-fathers	Minister refueling his car from an unusual container attracts comment.	Minister and Gasless Car
vclaim-sno-faithbook	Facebook CEO Mark Zuckerberg has converted to Islam.	Facebook’s Mark Zuckerberg Has Converted to Islam
vclaim-sno-fake-amber-alert-plate-72b-381	An Amber Alert was issued for three-year-old girl taken by man in a grey car.	Fake Amber Alert: Plate 72B 381
vclaim-sno-fake-amber-alert-plate-98b-351	An Amber Alert was issued for a three-year-old boy taken by a man in a 2006 Mitsubishi Eclipse.	Fake Amber Alert: Plate 98B 351
vclaim-sno-fake-anti-marijuana-picture-rips-off-walking-dead-producer	A picture of a man with his head split open documents the effect of marijuana use.	Fake Anti-Marijuana Picture Rips Off ‘Walking Dead’ Producer
vclaim-sno-fake-aoc-purge-tweet	"AOC tweeted after the 2020 election that now that Joe Biden is president, Democrats can commence with ""the Purge."""	No, AOC Didn’t Tweet About ‘The Purge’
vclaim-sno-fake-beto-tweet	"Former U.S. Rep. Beto O'Rourke vowed to ""drop my nudes"" if the state of Texas goes to the Democrats in the 2020 general election."	No, Beto O’Rourke Didn’t Promise To ‘Drop My Nudes’ If Texas Goes Blue
vclaim-sno-fake-biden-arrest-warrant	An arrest warrant has been issued for U.S. President-elect Joe Biden.	No, This Isn’t an ‘Arrest Warrant’ for Joe Biden
vclaim-sno-fake-boos-world-series-tweet	"U.S. President Donald Trump tweeted about banning ""fake boos"" after being booed at the 2019 World Series."	Did Trump Tweet About Banning ‘Fake Boos’ in Public?
vclaim-sno-fake-cigarettes-are-being-sold-and-killing-people	Counterfeit packs of fake cigarettes found in Detroit are lethal.	Fake Cigarettes are Being Sold and Killing People
vclaim-sno-fake-clint-eastwood-quote	Clint Eastwood said that Americans should be less concerned about offending each other and more concerned about offending god.	Fake Clint Eastwood Quote
vclaim-sno-fake-crocodile-dundee-trailer	"A sequel to the film ""Crocodile Dundee"" will be released in June 2018."	Is a ‘Crocodile Dundee’ Sequel Being Released in 2018?
vclaim-sno-fake-donald-trump-drops-out	Donald Trump suspended his presidential campaign in December 2015.	Donald Trump Drops White House Bid?
vclaim-sno-fake-id-seized-chicago-fraud	Thousands of fake driver’s licenses smuggled from China and Hong Kong and seized in Chicago’s O’Hare Airport since early 2020 were linked to voter-fraud operations, and could produce millions of illegally cast votes in the November 2020 U.S. general election.	Were 20,000 Fake IDs Seized at Chicago Airport Part of a Voter-Fraud Scheme?
vclaim-sno-fake-mar-a-lago-invite	Five congressional Republicans invited Trump supporters to Mar-a-Lago with free lodging, meals, and prizes included.	Did GOP Congressmen Invite Trump Supporters to Mar-a-Lago?
vclaim-sno-fake-news-missing-scientist-found	A scientist missing for over 20 years was found living in a secret drug lab in a Minnesota couple's basement.	Scientist Missing for Over 20 Years Found Living Inside Secret LSD Drug Lab Hidden in Basement
vclaim-sno-fake-nurses	U.S. President Donald Trump hired “fake nurses” to pose with him during his visit to Miami Valley Hospital following the August 2019 Dayton, Ohio, mass shooting.	Did Trump Hire ‘Fake Nurses’ to Pose With Him During His Visit to Dayton?
vclaim-sno-fake-parking-attendant	A phony carpark attendant collected parking fees outside the Bristol Zoo for over twenty years.	Phony Carpark Attendant Collects Parking Fees
vclaim-sno-fake-photographs-hurricane-harvey-edition	A series of photographs show the impact of Hurricane Harvey.	Fake Photographs: Harvey Edition
vclaim-sno-fake-real-food-tests	"The factual claims made in a Facebook video entitled ""Is your food fake or real? Find out with these 16 easy tests at home!"" are valid."	Are These ‘16 Easy Tests’ to Check Whether Food Is ‘Fake or Real’?
vclaim-sno-fake-snow-asbestos	A photograph shows vintage box of fake snow decor made of the carcinogen asbestos.	Was Fake Snow Made from Asbestos Marketed as Christmas Decor?
vclaim-sno-fake-snow-texas	The winter storm in Texas in February 2021 featured government-manufactured snow.	Was the Snow in Texas Artificially Manufactured by the Government?
vclaim-sno-fake-teletubby-lake-photo	A photograph shows a lake that resembles a Teletubby character.	Teletubby Lake Is Not Real
vclaim-sno-fake-trump-groping-plot	Leaked DNC e-mails from May 2016 reveal a plot to contrive fake stories about Donald Trump groping women.	WikiLeaks Exposes Fake Trump Groping Plot
vclaim-sno-fake-trump-tweet	"U.S. President Donald Trump tweeted in late December 2020 that he was invoking ""Martial Law."""	No, Trump Didn’t Tweet That He Had Declared Martial Law
vclaim-sno-fake-tweet-parkland-survivor-david-hogg	David Hogg posted a homophobic slur on Twitter in June 2016.	Did a Parkland Survivor Tweet a Homophobic Slur?
vclaim-sno-fake-wendys-chili-rumor	A Wendy's employee admitted that was putting his feces into the restaurant's chili.	Did a Wendy’s Employee Admit to “Pooping” in Chili for Over 2 Years?
vclaim-sno-falcon-ambassador-bridge	A falcon landed directly in front of a camera installed atop the Ambassador Bridge over the Detroit River, producing a striking image.	Did a Falcon Land Right in Front of a Camera Atop the Ambassador Bridge?
vclaim-sno-fallen-angel-2	Photographs show a real-life fallen angel that was captured after it dropped from the skies.	Fallen Angel
vclaim-sno-fallen-angel	A disconsolate abandoned wife tries to end it all by jumping out the apartment window; she accidentally lands on her errant husband and kills him but walks away unscathed.	Did a Woman Fall Upon and Kill Her Husband in a Suicide Attempt?
vclaim-sno-fallen-empires	Fox has cancelled the second season of	Has the Second Season of Empire Been Cancelled?
vclaim-sno-fallen-like-leaves	A father parks his truck atop a leaf pile containing his daughter, killing her.	Leaf Pile Fatality
vclaim-sno-false-15-year-old-who-swatted-gamer-convicted-of-domestic-terrorism	"A teenager was given a 25-year prison sentence for a prank known as ""swatting."""	Was a 15 Year Old Who ‘SWATTED’ Gamer Convicted of Domestic Terrorism?
vclaim-sno-false-42-million-dead-in-bloodiest-black-friday-weekend-on-record	"Some 42 million people were killed over Thanksgiving weekend in violent incidents stemming from shoppers competing for ""Black Friday"" bargains."	Were 42 Million People Killed in the Bloodiest Black Friday Weekend on Record?
vclaim-sno-false-baby-dragon-photo	A photograph shows a newly hatched baby dragon.	Is This a Newly Hatched Dragon?
vclaim-sno-false-blue-monday	Scientists have determined a date in January is statistically the most depressing day of the year.	Is ‘Blue Monday’ the Most Depressing Day of the Year?
vclaim-sno-false-boston-marathon-bomber-tsarnaev-severely-injured-in-prison	Convicted Boston Marathon bomber Djokhar Tsarnaev  was badly beaten in prison.	Boston Marathon Bomber Tsarnaev Severely Injured in Prison?
vclaim-sno-false-coffin-corner	The Obama administration has ordered $1 billion worth of 'disposable coffins' for use with 'FEMA camps.'	Obama Quietly Orders Millions of Disposable Coffins?
vclaim-sno-false-dalai-lama-atheist	The Dalai Lama is has renounced religion and is pursuing a career as a sitcom writer.	The Dalai Lama Converts to Atheism, Will Step Down to Pursue Sitcom Career
vclaim-sno-false-donald-trump-ban-canada	Donald Trump has been banned from entering Canada.	FALSE: Justin Trudeau Bans Donald Trump from Entering Canada
vclaim-sno-false-donald-trump-has-died-possible-heart-attack	"Republican presidential candidate Donald Trump has died of a ""violent heart attack."""	Did Donald Trump Die of a Heart Attack?
vclaim-sno-false-einstein-humiliates-professor	"While a college student, Albert Einstein humiliated an atheist professor by using the ""Evil is the absence of God"" argument on him."	Did Albert Einstein Humiliate an Atheist Professor?
vclaim-sno-false-executive-orders	President Obama has issued a whopping 923 executive orders, many of which give the government unprecedented power to take over control of civilian institutions.	Executive Orders
vclaim-sno-false-fda-approves-tranquilizer-dart-guns-that-puts-kids-to-sleep	A new tranquilizer dart gun on the market is designed to put children to sleep.	FDA Approves Tranquilizer Dart Guns That Puts Kids to Sleep
vclaim-sno-false-flag-2	NFL referee Pete Morelli quit after being paid $500,000 for his officiating at 2014 Cowboys-Lions playoff game.	Cowboys vs’ Detroit Lions Referee Quits After Coming Into $500,000
vclaim-sno-false-flag-operation	Photograph shows First Lady Michelle Obama waving Communist flags in China.	Michelle Obama Waves Communist Flags
vclaim-sno-false-giant-hawaiian-cane-spider	Photograph shows a Giant Hawaiian Cane Spider on the side of a house.	Is This Giant Spider Real?
vclaim-sno-false-head-and-shoulders-video	Video shows the deleterious results of using Head & Shoulders shampoo.	You Will Not Use Head and Shoulders Shampoo After Watching This Video
vclaim-sno-false-hippopotamus-milk-pink	Hippopotamuses are the only animals that produce naturally pink milk.	Is Hippopotamus Milk Pink?
vclaim-sno-false-ikea-selling-a-swastika-table	The IKEA furniture chain is selling a swastika-shaped table.	IKEA Is Selling a Swastika-Shaped Table
vclaim-sno-false-jenners-gender	Caitlyn Jenner regrets transitioning to female and wishes to de-transition.	Caitlyn Jenner to De-Transition
vclaim-sno-false-lead	A graphic image depicts a grieving father with the body of his daughter after she put a phone charger in her mouth and was electrocuted.	Girl Dies of Electric Shock from Phone Charger?
vclaim-sno-false-mans-roast-friend	A restaurant in Los Angeles or New York has been granted legal permission to serve dog meat.	American Restaurant Granted Permission to Sell Dog Meat?
vclaim-sno-false-merle-haggard-estate-lgbt	Country music singer Merle Haggard left his entire estate to an LGBT group.	Merle Haggard Leaves Estate to Bakersfield LGBT Group
vclaim-sno-false-miss-colombia-suicide	Miss Colombia committed suicide after she the mistaken that accidentally crowned her Miss Universe was rectified.	Miss Colombia Didn’t Commit Suicide
vclaim-sno-false-mormon-church-kleenex	The Mormon church wants to limit sales of Vaseline and Kleenex in order to curb masturbation.	Mormon Church Wants to Limit Sale of Tissue to Curb Onanism
vclaim-sno-false-national-gang-week	"Gangs are using bloody car seats to lure female motorists out of their vehicles as part of a ""National Gang Week"" activity."	National Gang Week — Bloody Car Seats
vclaim-sno-false-new-york-heroin	New York state has legalized heroin.	No, New York State Hasn’t Legalized Heroin
vclaim-sno-false-obama-announces-plans-for-a-third-term-presidential-run	Barack Obama has announced that he is running for a third term as president.	Obama Announces Plans for a Third Term Presidential Run
vclaim-sno-false-obama-che-guevara-t-shirt	A photograph shows President Obama holding a Che Guevara t-shirt.	Photograph Shows President Obama Holding Che Guevara T-Shirt
vclaim-sno-false-obama-stole-his-social-security-number-from-paul-ludwig	Barack Obama appropriated the Social Security number of a dead man born in 1890 and used it as his own.	Did Barack Obama Steal His Social Security Number?
vclaim-sno-false-only-obama-fails-to-visit-d-day-monument	Barack Obama is the only president who has failed to visit the D-Day Monument on D-Day.	Barack Obama and the D-Day Monument
vclaim-sno-false-pardon	President Obama has pardoned Boston Marathon bomber Dzhokhar Tsarnaev.	Obama Officially Pardons Boston Bomber Dzhokhar Tsarnaev
vclaim-sno-false-point-and-click	Woman attributes shooting a mugger six times to the gun’s not holding more than six bullets.	Gun Control, Texas Style
vclaim-sno-false-rubio-cruz-trump-tweet	Ted Cruz and Marco Rubio urged people to vote for a Democrat if Donald Trump wins the 2016 Republican presidential nomination.	Cruz and Rubio Tweet That They Will Not Support Donald Trump
vclaim-sno-false-sean-connery-letter-to-apple	A letter from actor Sean Connery rejects an offer for him to become a pitchman for Apple Computers.	Did Sean Connery Send a Letter to Apple Rejecting a Pitchman Offer?
vclaim-sno-false-stanley-kubrick-faked-moon-landings	Stanley Kubrick admitted in an interview that he helped NASA fake the U.S. moon landings.	Did Stanley Kubrick Fake the Moon Landings?
vclaim-sno-false-star-wars-fan-beaten-sharing-spoilers	A fan was beaten up by moviegoers after spoiling the new Star Wars movie.	FALSE: Star Wars Fan Beaten For Sharing Spoilers
vclaim-sno-false-ted-cruz-married-cousin	Ted Cruz and his wife are cousins.	Ted Cruz Is Married to His Cousin
vclaim-sno-false-ted-cruz-tritone	Ted Cruz wants to ban the tritone interval in music due to its association with the devil.	Citing Evangelical Faith, Ted Cruz Calls to Ban “Satanic” Tritone
vclaim-sno-false-terrorists-buy-ups-uniforms	"Terrorists have acquired a large number of ""missing"" UPS uniforms."	UPS Uniforms Stolen by Terrorists?
vclaim-sno-false-tommy-chong-dead	Comedian Tommy Chong of 'Cheech and Chong' fame passed away in February 2017.	Tommy Chong Death Hoax
vclaim-sno-false-tube-stakes	The colored squares on toothpaste tubes identify the composition of the toothpaste enclosed therein.	Do Color Codes on Toothpaste Tubes Identify Their Ingredients?
vclaim-sno-false-vince-gilligan-announces-breaking-bad-season-6	The creator of Breaking Bad announced the series will return for a sixth season.	Vince Gilligan Announces ‘Breaking Bad’ Season 6?
vclaim-sno-false-vladimir-putin-anti-muslim-speech	A February 2013 speech by Russian president Vladimir Putin demanded that Muslim immigrants speak Russian and conform to Russian culture.	Did Vladimir Putin Give an Anti-Islam Speech?
vclaim-sno-false-wendys-admits-to-using-horse-and-rat-meat-in-their-chili	The Wendy’s fast food restaurant chain uses rat and horse meat to make their chili.	Wendy's Admits to Using Horse and Rat Meat in Their Rich and Meaty Chili!
vclaim-sno-false-white-house-halloween-party	A photograph shows Barack and Michelle Obama dressed as a pimp and ho at a White House event.	Obamas at a White House Ball
vclaim-sno-family-affair	The basketball coaching job of Craig Robinson, Michelle Obama’s brother, was saved by the hasty procurement of	Craig Robinson’s Job Saved by Stimulus Funds?
vclaim-sno-family-die-spider-tea-kettle	A family perished after drinking tea from a kettle in which a deadly spider had died.	Did a Family Die After Drinking From a Tea Kettle Poisoned By a Deadly Spider?
vclaim-sno-family-drowns-in-carwash	A family of three drowned when they neglected to close their car's sunroof before going through a carwash.	Family Drowns After Leaving Sunroof Open in Automated Carwash
vclaim-sno-family-matters-house	"The Chicago house that was used for exterior establishing shots on ""Family Matters"" was demolished and replaced by gray condominiums."	Was the ‘Family Matters’ House in Chicago Demolished?
vclaim-sno-family-photo	Photograph shows Barack Obama with various members of the Obama family.	Barack Obama Family Photo
vclaim-sno-family-photograph-of-melania-barron-and-donald-trump	A photograph shows a real portrait of Donald Trump and his family.	Trump Family Photograph
vclaim-sno-family-ties	CIA director Leon Panetta’s daughter is a “radical anti-American.”	Leon Panetta
vclaim-sno-fan-belt	Photographs show a damaged jet engine repaired with seatbelts during a refueling stop.	Fan Belt
vclaim-sno-fan-death	Electric fans left running overnight kill persons sleeping in the breeze they generate.	Korean Fan Death
vclaim-sno-fappuccino	Starbucks drinks have been found to contain semen samples.	Semen Found in Starbucks Drinks Nationwide
vclaim-sno-fappy-arrested-seaworld	An anti-masturbation mascot named Fappy the Dolphin was arrested for swimming naked with dolphins at a SeaWorld park.	Christian Anti-Masturbation’s Mascot “Fappy” Arrested for Public Masturbation?
vclaim-sno-fare-warning	Congress has introduced a bill requiring military veterans to inform their neighbors about their combat service.	Lawmaker Introduces Bill Requiring Veterans to Warn Neighbors of Their Combat Service
vclaim-sno-fareed-zakaria-jihad	CNN host Fareed Zakaria posted a blog entry calling for white women to be raped by Islamic minority groups.	FALSE: CNN Host Fareed Zakaria calls for Jihad Rape of White Women
vclaim-sno-fargo	"The kidnapping, string of murders, and wood chipper incident portrayed in the film ""Fargo"" actually took place in Minnesota in 1987."	Was ‘Fargo’ Based on a True Story?
vclaim-sno-farm-below-mountain	A photograph shows a lush green farm in the shadow of a looming, snow-covered mountain.	The Farm Below the Mountain
vclaim-sno-farmer-castro-execution	"A photograph depicts a priest giving the last rites to a Cuban farmer who was being executed because he ""refused to work for the Castro regime."""	Is This Farmer Being Executed for Not Working with Castro?
vclaim-sno-farmers-almanac-predict-covid-19	The 1981 Farmer's Almanac contained a passage predicting that a severe, pneumatic illness would spread around the globe in 2020.	Did the 1981 ‘Farmer’s Almanac’ Predict COVID-19?
vclaim-sno-farmers-can-sue-monsanto	A bill before the Oregon Legislature would allow farmers to sue Monsanto if GMO crops invade their property.	Can Farmers Sue Monsanto Over Invasive GMO Crops?
vclaim-sno-farmers-injecting-oxytocin	Farmers are injecting fruits and vegetables with the human hormone oxytocin to enhance their growth and appearance.	Are Farmers Injecting Fruits and Vegetables with Oxytocin?
vclaim-sno-farmers-protest-india-flag	In January 2021, protesters against India’s controversial farm laws pulled down the country’s national tricolor flag at Delhi’s historic Red Fort.	Did Protesters Pull Down the National Flag of India in Delhi?
vclaim-sno-fart-burns-67-calories	One fart burns 67 calories.	Farting Burns 67 Calories?
vclaim-sno-fart-death	A man in Argentina died from peritonitis after holding in gas during a visit with his girlfriend's mother.	Did a Man Die After ‘Holding in Farts’ at His Girlfriend’s House?
vclaim-sno-fart-rape	"""Fart rape"" is an authentic feminist concept earnestly promoted by certain activists at a 2013 conference in Toronto, Canada."	Is ‘Fart Rape’ an Authentic Feminist Concept?
vclaim-sno-farting-negate-covid19-masks	Wearing a mask to prevent the spread of COVID-19 is unnecessary because the disease can also be spread via farts.	Does Farting Negate the Use of Masks to Prevent COVID-19?
vclaim-sno-farts-kill-mosquitoes-uganda	Insect repellent companies hired a Ugandan man whose flatulence was deadly to mosquitoes.	Did Insect Repellent Companies Hire a Ugandan Man Whose Flatulence Kills Mosquitoes?
vclaim-sno-fascism-corporations-corporatism-dictionary	"Merriam-Webster changed their dictionary definition of ""fascism"" in 1987 to censor links between its new corporate owner and fascists."	Fascism, Corporations, and Merriam-Webster
vclaim-sno-fascist-fashion	A swastika ring was available for purchase from the Sears Marketplace.	Swastika Ring Sold by Sears Marketplace
vclaim-sno-fascists-called-anti-fascists-quote	"Winston Churchill once said that the ""fascists of the future will call themselves anti-fascists."""	Did Winston Churchill Say ‘The Fascists of the Future Will Call Themselves Anti-Fascists?’
vclaim-sno-fashion-bug	New clothing coming in through China contains bedbugs; running it through a dryer cycle will kill bedbugs.	Bedbugs Clothes Dryer Extermination
vclaim-sno-fashion-craven	A woman was arrested after police discovered she was killing her neighbors' cats to make fur coats from them.	Was a Woman Arrested for Making Fur Coats with the Neighbor’s Cats?
vclaim-sno-fashion-to-die-for	The Mexican Mafia is retaliating for a drug theft by killing 400 to 1,000 black men wearing white	White T-Shirt Revenge
vclaim-sno-fast-and-spurious	Singer Justin Bieber will be replacing the late actor Paul Walker in the Fast and Furious film series.	Is Justin Bieber Filling Paul Walker’s Role in ‘Fast & Furious 9’?
vclaim-sno-fat-boy	Harley-Davidson's 'Fat Boy' motorcycle was designed to represent the dropping of atomic bombs on Japan.	Harley-Davidson Fat Boy
vclaim-sno-fatal-accidents-new-years-day	New Year's is the day of the year on which the greatest number of people are killed in automobile accidents.	Fatal Accidents on New Year’s Day
vclaim-sno-fatal-crash-spirit-photograph	A photograph of a fatal motorcycle crash shows either an angel or the victim's ghost.	‘Chilling’ Photograph of Fatal Crash Shows Spirit Leaving Victim’s Body
vclaim-sno-fatal-football	A dog died after picking up a poisoned Nerf football in a dog park.	Dog Poisoned by Nerf Football?
vclaim-sno-fatal-laptop-fire	An overheated laptop used in a bed caused a fatal house fire.	Fatal Laptop Fire
vclaim-sno-fatal-wienie-roast	A troop of Boy Scouts dies after roasting hot dogs on oleander sticks.	Oleander Poisoning
vclaim-sno-father-abandon-family-avalanche	A video shows a man abandoning his family during an avalanche.	Did a Father Abandon His Family During an Avalanche?
vclaim-sno-father-dowling-mystery	An angel disguised as a priest saved a critically injured girl, then vanished.	Angel Priest Rescues Girl
vclaim-sno-father-mourns-wife-children-killed-car-crash	A somber image shows a man whose wife and two children were killed in a car accident.	Father Mourns Wife, Children Killed in Car Crash?
vclaim-sno-father-of-man-accused-training-school-shooters	Imam Siraj Wahhaj, the father of a suspect accused of training children to be school shooters at a compound in New Mexico, was the keynote speaker at the 2012 Democratic National Convention.	Was the Father of the Man Accused of Training School Shooters the Keynote Speaker at Obama’s Democratic National Convention?
vclaim-sno-father-sacrifice-son-train-bridge	A father was faced with the horrifying choice between saving his son's life at the cost of many, or watching his son die as his inaction saves others.	Did a Father Sacrifice His Son for a Train Full of Passengers?
vclaim-sno-fathers-day-protest-photo	A photograph shows two women holding anti-Father's Day signs in protest of that day's designation.	Protests Seek to #EndFathersDay?
vclaim-sno-fatima-hemminger-air-force	An image shows Fatima Hemminger, the first Muslim Major General in the United States Air Force.	Is Fatima Hemminger the First Female Muslim Commander of the 12th Air Force?
vclaim-sno-fatima-noor	President Obama appointed Fatima Noor as the head of U.S. Citizenship and Immigration Services in the Department of Homeland Security.	Fatima Noor Appointed to Homeland Security
vclaim-sno-fatwa-friday	The Department of Homeland Security uncovered a terrorist plot to attack Black Friday shoppers in several locations.	Terrorist Plot Targeting Black Friday Shoppers Uncovered
vclaim-sno-fauci-blame-flu-deaths-1918	Dr. Anthony Fauci blamed mask use for the majority of deaths during the 1918 flu pandemic.	Did Fauci Blame Mask Use for 1918 ‘Spanish Flu’ Deaths?
vclaim-sno-fauci-chickenpox-covid-19	Dr. Anthony Fauci compared emerging research about coronavirus with what the scientific community knows about chickenpox — as well as other viruses — and criticized people who were not taking steps to prevent the spread of COVID-19.	Did Fauci Compare Research About COVID-19 to That of Chickenpox?
vclaim-sno-fauci-china-restrictions	NIAID Director Dr. Anthony Fauci criticized the Trump administration's decision to impose travel restrictions on China to stem the spread of COVID-19.	Did Dr. Fauci Criticize Trump’s China Travel Restrictions?
vclaim-sno-fauci-coronavirus-research-grant	Dr. Anthony Fauci said the National Institutes of Health (NIH) was told to cancel a grant funding research for a study investigating how coronaviruses jump from bats to humans.	Did Dr. Fauci Say NIH Was Told To Cancel Grant for Coronavirus Emergence Research?
vclaim-sno-fauci-ghislaine-maxwell-sister	Dr. Anthony Fauci is married to Ghislaine Maxwell's sister.	Is Dr. Fauci Married to Ghislaine Maxwell’s Sister?
vclaim-sno-fauci-masks-no-longer-needed	The United States' top infectious diseases expert, Dr. Anthony Fauci, said people in the U.S. do not need to wear masks to protect against COVID-19.	Did Anthony Fauci Say People No Longer Need to Wear Masks?
vclaim-sno-fauci-nothing-to-worry-about	"Dr. Anthony Fauci said there was ""nothing to worry about"" in late February 2020 in regards to COVID-19 and it was ""safe"" to do things like go to the movies and the gym."	Did Dr. Fauci Say There Was ‘Nothing to Worry About’ in Regards to COVID-19?
vclaim-sno-fauci-quote-hydroxychloroquine	Dr. Anthony Fauci wrote in a 2005 paper published in Virology Journal that hydroxychloroquine was effective in treating SARS.	Did Fauci Say in 2005 Virology Journal That Hydroxychloroquine Can Treat SARS?
vclaim-sno-fauci-trump-handling-covid	NIAID Director Dr. Anthony Fauci said he couldn't imagine how U.S. President Donald Trump could have done more to combat the coronavirus pandemic.	Did Fauci Praise Trump’s Handling of COVID-19 Pandemic?
vclaim-sno-fauci-warn-surprise-outbreak	NAIAD director Dr. Anthony Fauci warned in January 2017 that the Trump administration would face a surprise infectious disease outbreak.	Did Fauci Warn Trump in 2017 That a ‘Surprise Outbreak’ Was Coming?
vclaim-sno-fauci-without-mask-baseball-game	A photograph shows Dr. Anthony Fauci at a baseball game with his mask lowered below his mouth.	Did Fauci Lower His Mask at a Baseball Game?
vclaim-sno-fauxtography-sashimi-tapeworms	X-rays document a man in China whose body became riddled with tapeworms due to his consumption of sashimi.	Did a Man Gets Tapeworms from Eating Sashimi?
vclaim-sno-fauxtography-space-heavens-trail	"A photograph shows a biennial astronomical event in Ireland known as ""Heaven’s Trail."""	Heaven’s Trail Viral Photo
vclaim-sno-fawn-bobcat-fire	A photograph shows a fawn and a bobcat huddled together during the California Camp Fire of November 2018.	Were This Fawn and Bobcat Found Huddled Together After a California Wildfire?
vclaim-sno-fawn-of-the-dead	A fanged deer was spotted in Afghanistan.	TRUE: Fanged Deer Spotted in Afghanistan
vclaim-sno-fbi-50-states-armed-protest	The FBI warned officials of armed protests planned at all 50 state capitols and the U.S. Capitol for the days preceding the inauguration of Joe Biden.	Did the FBI Warn of Armed Protests at ‘All 50 State Capitols’?
vclaim-sno-fbi-agent-arrested-protests	A video shows police officers attempting to arrest an FBI agent during the George Floyd protests in 2020.	Does This Video Show an FBI Agent Arrested During 2020 Protests?
vclaim-sno-fbi-agent-cincinelli	FBI agent Sal Cincinelli's death is linked to the Clinton Foundation.	Was the Death of FBI Agent Sal Cincinelli Linked to the Clinton Foundation?
vclaim-sno-fbi-agent-murder-suicide	An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.	FBI Agent Suspected in Hillary Email Leaks Found Dead in Apparent Murder-Suicide
